CMWD11CD,CMWD11NM,CMWD11NMW,FID
E36002243,Heavitree,,2272
E36002244,Mincinglake,,2273
E36002245,Newtown,,2274
E36002246,Pennsylvania,,2275
E36002247,Pinhoe,,2276
E36002248,Polsloe,,2277
E36002249,Priory,,2278
E36002250,St David's,,2279
E36002380,Three Moors,,2280
E36002381,Torrington,,2281
E36002382,Two Rivers,,2282
E36002383,Waldon,,2283
E36002384,Westward Ho!,,2284
E36002385,Winkleigh,,2285
E36002386,Bere Ferrers,,2286
E36002387,Bridestowe,,2287
E36002388,Buckland Monachorum,,2288
E36002389,Burrator,,2289
E36002390,Chagford,,2290
E36002391,Drewsteignton,,2291
E36002392,Exbourne,,2292
E36002393,Hatherleigh,,2293
E36002394,Lew Valley,,2294
E36002395,Lydford,,2295
E36002396,Mary Tavy,,2296
E36002397,Milton Ford,,2297
E36002398,North Tawton,,2298
E36002399,Okehampton East,,2299
E36002400,Okehampton West,,2300
E36002301,Marwood,,2301
E36002302,Newport,,2302
E36002303,North Molton,,2303
E36002304,Pilton,,2304
E36002305,South Molton,,2305
E36002306,Witheridge,,2306
E36002307,Yeo Valley,,2307
E36002308,Allington and Loddiswell,,2308
E36002309,Avon and Harbourne,,2309
E36002310,Bickleigh and Shaugh,,2310
E36002311,Charterlands,,2311
E36002312,Cornwood and Sparkwell,,2312
E36002313,Dartington,,2313
E36002314,Dartmouth and Kingswear,,2314
E36002315,Dartmouth Townstal,,2315
E36002316,East Dart,,2316
E36002317,Eastmoor,,2317
E36002318,Erme Valley,,2318
E36002319,Ivybridge Central,,2319
E36002320,Ivybridge Filham,,2320
E36002321,Ivybridge Woodlands,,2321
E36002322,Kingsbridge East,,2322
E36002323,Kingsbridge North,,2323
E36002324,Marldon,,2324
E36002325,Newton and Noss,,2325
E36002326,Salcombe and Malborough,,2326
E36002327,Saltstone,,2327
E36002328,Skerries,,2328
E36002329,South Brent,,2329
E36002330,Stokenham,,2330
E36002331,Thurlestone,,2331
E36002332,Totnes Bridgetown,,2332
E36002333,Totnes Town,,2333
E36002334,Wembury and Brixton,,2334
E36002335,West Dart,,2335
E36002336,Westville and Alvington,,2336
E36002337,Yealmpton,,2337
E36002338,Ambrook,,2338
E36002339,Ashburton and Buckfastleigh,,2339
E36002340,Bishopsteignton,,2340
E36002341,Bovey,,2341
E36002342,Bradley,,2342
E36002343,Buckland and Milber,,2343
E36002344,Bushell,,2344
E36002345,Chudleigh,,2345
E36002346,College,,2346
E36002347,Dawlish Central and North East,,2347
E36002348,Dawlish South West,,2348
E36002349,Haytor,,2349
E36002350,Ipplepen,,2350
E36002101,Darley Dale,,2351
E36002102,Dovedale and Parwich,,2352
E36002103,Doveridge and Sudbury,,2353
E36002104,Hartington and Taddington,,2354
E36002105,Hathersage and Eyam,,2355
E36002106,Hulland,,2356
E36002107,Lathkill and Bradford,,2357
E36002108,Litton and Longstone,,2358
E36002109,Masson,,2359
E36002110,Matlock All Saints,,2360
E36002111,Matlock St Giles,,2361
E36002112,Norbury,,2362
E36002113,Stanton,,2363
E36002114,Tideswell,,2364
E36002115,Winster and South Darley,,2365
E36002116,Wirksworth,,2366
E36002117,Abbotsford,,2367
E36002118,Breaston,,2368
E36002119,Cotmanhay,,2369
E36002120,Derby Road East,,2370
E36002121,Derby Road West,,2371
E36002122,Draycott,,2372
E36002123,Hallam Fields,,2373
E36002124,Ilkeston Central,,2374
E36002125,Ilkeston North,,2375
E36002126,Kirk Hallam,,2376
E36002127,Little Eaton and Breadsall,,2377
E36002128,Little Hallam,,2378
E36002129,Long Eaton Central,,2379
E36002130,Nottingham Road,,2380
E36002131,Ockbrook And Borrowash,,2381
E36002132,Old Park,,2382
E36002133,Sandiacre North,,2383
E36002134,Sandiacre South,,2384
E36002135,Sawley,,2385
E36002136,Stanley,,2386
E36002137,West Hallam and Dale Abbey,,2387
E36002138,Wilsthorpe,,2388
E36002139,Barms,,2389
E36002140,Blackbrook,,2390
E36002141,Burbage,,2391
E36002142,Buxton Central,,2392
E36002143,Chapel East,,2393
E36002144,Chapel West,,2394
E36002145,Corbar,,2395
E36002146,Cote Heath,,2396
E36002147,Dinting,,2397
E36002148,Gamesley,,2398
E36002149,Hadfield North,,2399
E36002150,Hadfield South,,2400
E36002651,Bocking Blackwater,,2401
E36002751,St Andrew's,,2402
E36002652,Bocking North,,2403
E36002752,St Anne's,,2404
E36002451,Bulbarrow,,2405
E36002653,Bocking South,,2406
E36002753,St John's,,2407
E36002551,Old Hastings,,2408
E36002452,Cranborne Chase,,2409
E36002501,Dorchester South,,2410
E36002654,"Bradwell, Silver End and Rivenhall",,2411
E36002754,Stanway,,2412
E36002552,Ore,,2413
E36002453,Gillingham Town,,2414
E36002502,Dorchester West,,2415
E36002655,Braintree Central,,2416
E36002755,Tiptree,,2417
E36002553,Silverhill,,2418
E36002454,Hill Forts,,2419
E36002503,Frome Valley,,2420
E36002656,Braintree East,,2421
E36002756,West Bergholt and Eight Ash Green,,2422
E36002554,St Helens,,2423
E36002455,Lodbourne,,2424
E36002555,Tressell,,2425
E36002504,Halstock,,2426
E36002505,Loders,,2427
E36002506,Lyme Regis,,2428
E36002507,Maiden Newton,,2429
E36002508,Marshwood Vale,,2430
E36002509,Netherbury,,2431
E36002510,Owermoigne,,2432
E36002511,Piddle Valley,,2433
E36002512,Puddletown,,2434
E36002513,Queen Thorne,,2435
E36002514,Sherborne East,,2436
E36002515,Sherborne West,,2437
E36002516,Winterborne St Martin,,2438
E36002517,Yetminster,,2439
E36002518,Littlemoor,,2440
E36002519,Melcombe Regis,,2441
E36002520,Preston,,2442
E36002521,Radipole,,2443
E36002522,Tophill East,,2444
E36002523,Tophill West,,2445
E36002524,Underhill,,2446
E36002525,Upwey and Broadwey,,2447
E36002526,Westham East,,2448
E36002527,Westham North,,2449
E36002528,Westham West,,2450
E36002529,Wey Valley,,2451
E36002530,Weymouth East,,2452
E36002531,Weymouth West,,2453
E36002532,Wyke Regis,,2454
E36002533,Devonshire,,2455
E36002534,Hampden Park,,2456
E36002535,Langney,,2457
E36002556,West St Leonards,,2458
E36002757,West Mersea,,2459
E36002536,Meads,,2460
E36002557,Wishing Tree,,2461
E36002657,Braintree South,,2462
E36002456,Lydden Vale,,2463
E36002457,Marnhull,,2464
E36002758,Wivenhoe Cross,,2465
E36002458,Milton,,2466
E36002558,Barcombe and Hamsey,,2467
E36002759,Wivenhoe Quay,,2468
E36002459,Motcombe and Ham,,2469
E36002559,Chailey and Wivelsfield,,2470
E36002760,"Broadley Common, Epping Upland and Nazeing",,2471
E36002460,Portman,,2472
E36002560,Ditchling and Westmeston,,2473
E36002461,Riversdale,,2474
E36002561,East Saltdean and Telscombe Cliffs,,2475
E36002462,Shaftesbury Central,,2476
E36002562,Kingston,,2477
E36002463,Shaftesbury Christy's,,2478
E36002563,Lewes Bridge,,2479
E36002464,Shaftesbury Grosvenor,,2480
E36002564,Lewes Castle,,2481
E36002761,Buckhurst Hill East,,2482
E36002465,Shaftesbury Underhill,,2483
E36002565,Lewes Priory,,2484
E36002762,Buckhurst Hill West,,2485
E36002466,Stour Valley,,2486
E36002566,Newhaven Denton and Meeching,,2487
E36002763,Chigwell Row,,2488
E36002467,The Beacon,,2489
E36002567,Newhaven Valley,,2490
E36002764,Chigwell Village,,2491
E36002468,The Lower Tarrants,,2492
E36002568,Newick,,2493
E36002658,Bumpstead,,2494
E36002537,Old Town,,2495
E36002765,"Chipping Ongar, Greensted and Marden Ash",,2496
E36002469,The Stours,,2497
E36002569,Ouse Valley and Ringmer,,2498
E36002659,Coggeshall and North Feering,,2499
E36002538,Ratton,,2500
E36002766,Epping Hemnall,,2501
E36002470,Wyke,,2502
E36002570,Peacehaven East,,2503
E36002660,Cressing and Stisted,,2504
E36002539,Sovereign,,2505
E36002767,Epping Lindsey and Thornwood Common,,2506
E36002471,Bere Regis,,2507
E36002571,Peacehaven North,,2508
E36002661,Gosfield and Greenstead Green,,2509
E36002540,St Anthony's,,2510
E36002768,Grange Hill,,2511
E36002472,Castle,,2512
E36002572,Peacehaven West,,2513
E36002662,Great Notley and Braintree West,,2514
E36002541,Upperton,,2515
E36002769,"Hastingwood, Matching and Sheering Village",,2516
E36002473,Creech Barrow,,2517
E36002573,"Plumpton, Streat, East Chiltington and St John (Without)",,2518
E36002663,Halstead St Andrew's,,2519
E36002542,Ashdown,,2520
E36002770,"High Ongar, Willingale and The Rodings",,2521
E36002474,Langton,,2522
E36002664,Halstead Trinity,,2523
E36002543,Baird,,2524
E36002574,Seaford Central,,2525
E36002575,Seaford East,,2526
E36002576,Seaford North,,2527
E36002577,Seaford South,,2528
E36002665,Hatfield Peverel,,2529
E36002578,Seaford West,,2530
E36002544,Braybrooke,,2531
E36002475,Lytchett Matravers,,2532
E36002666,Hedingham and Maplestead,,2533
E36002579,Battle Town,,2534
E36002771,Lambourne,,2535
E36002667,Kelvedon,,2536
E36002580,Brede Valley,,2537
E36002545,Castle,,2538
E36002772,Loughton Alderton,,2539
E36002476,Lytchett Minster and Upton East,,2540
E36002668,Panfield,,2541
E36002581,Central,,2542
E36002546,Central St Leonards,,2543
E36002773,Loughton Broadway,,2544
E36002477,Lytchett Minster and Upton West,,2545
E36002669,Rayne,,2546
E36002582,Collington,,2547
E36002547,Conquest,,2548
E36002774,Loughton Fairmead,,2549
E36002478,St. Martin,,2550
E36002670,Stour Valley North,,2551
E36002583,Crowhurst,,2552
E36002548,Gensing,,2553
E36002775,Loughton Forest,,2554
E36002479,Swanage North,,2555
E36002671,Stour Valley South,,2556
E36002584,Darwell,,2557
E36002549,Hollington,,2558
E36002776,Loughton Roding,,2559
E36002480,Swanage South,,2560
E36002672,The Three Colnes,,2561
E36002585,Eastern Rother,,2562
E36002550,Maze Hill,,2563
E36002777,Loughton St John's,,2564
E36002481,Wareham,,2565
E36002673,Three Fields,,2566
E36002586,Ewhurst and Sedlescombe,,2567
E36002778,Loughton St Mary's,,2568
E36002482,West Purbeck,,2569
E36002674,Upper Colne,,2570
E36002587,Kewhurst,,2571
E36002779,Lower Nazeing,,2572
E36002483,Winfrith,,2573
E36002675,Witham Chipping Hill and Central,,2574
E36002588,Marsham,,2575
E36002589,Old Town,,2576
E36002590,Rother Levels,,2577
E36002591,Rye,,2578
E36002592,Sackville,,2579
E36002593,Salehurst,,2580
E36002594,Sidley,,2581
E36002595,St Marks,,2582
E36002596,St Michaels,,2583
E36002597,St Stephens,,2584
E36002598,Ticehurst and Etchingham,,2585
E36002599,Alfriston,,2586
E36002600,Buxted and Maresfield,,2587
E36002676,Witham North,,2588
E36002677,Witham South,,2589
E36002678,Witham West,,2590
E36002679,Yeldham,,2591
E36002680,Brentwood North,,2592
E36002681,Brentwood South,,2593
E36002682,Brentwood West,,2594
E36002683,Brizes and Doddinghurst,,2595
E36002684,"Herongate, Ingrave and West Horndon",,2596
E36002685,Hutton Central,,2597
E36002686,Hutton East,,2598
E36002687,Hutton North,,2599
E36002688,Hutton South,,2600
E36002689,"Ingatestone, Fryerning and Mountnessing",,2601
E36002690,Pilgrims Hatch,,2602
E36002691,Shenfield,,2603
E36002692,South Weald,,2604
E36002693,Tipps Cross,,2605
E36002694,Warley,,2606
E36002780,Lower Sheering,,2607
E36002695,Appleton,,2608
E36002781,Moreton and Fyfield,,2609
E36002696,Boyce,,2610
E36002484,Wool,,2611
E36002782,North Weald Bassett,,2612
E36002697,Canvey Island Central,,2613
E36002485,Beaminster,,2614
E36002783,Passingford,,2615
E36002698,Canvey Island East,,2616
E36002486,Bradford Abbas,,2617
E36002784,Roydon,,2618
E36002699,Canvey Island North,,2619
E36002487,Bradpole,,2620
E36002785,Shelley,,2621
E36002700,Canvey Island South,,2622
E36002488,Bridport North,,2623
E36002786,Theydon Bois,,2624
E36002489,Bridport South and Bothenhampton,,2625
E36002787,Waltham Abbey High Beach,,2626
E36002490,Broadmayne,,2627
E36002788,Waltham Abbey Honey Lane,,2628
E36002491,Broadwindsor,,2629
E36002789,Waltham Abbey North East,,2630
E36002492,Burton Bradstock,,2631
E36002790,Waltham Abbey Paternoster,,2632
E36002493,Cam Vale,,2633
E36002791,Waltham Abbey South West,,2634
E36002494,Charminster and Cerne Valley,,2635
E36002792,Bush Fair,,2636
E36002495,Charmouth,,2637
E36002793,Church Langley,,2638
E36002496,Chesil Bank,,2639
E36002794,Great Parndon,,2640
E36002497,Chickerell,,2641
E36002795,Harlow Common,,2642
E36002498,Chideock and Symondsbury,,2643
E36002796,Little Parndon and Hare Street,,2644
E36002499,Dorchester East,,2645
E36002797,Mark Hall,,2646
E36002500,Dorchester North,,2647
E36002798,Netteswell,,2648
E36002799,Old Harlow,,2649
E36002800,Staple Tye,,2650
E36002701,Canvey Island West,,2651
E36002702,Canvey Island Winter Gardens,,2652
E36002703,Cedar Hall,,2653
E36002704,St George's,,2654
E36002705,St James,,2655
E36002706,St Mary's,,2656
E36002707,St Peter's,,2657
E36002708,Victoria,,2658
E36002709,Bicknacre and East and West Hanningfield,,2659
E36002710,Boreham and The Leighs,,2660
E36002711,Broomfield and The Walthams,,2661
E36002712,Chelmer Village and Beaulieu Park,,2662
E36002713,Chelmsford Rural West,,2663
E36002714,Galleywood,,2664
E36002715,Goat Hall,,2665
E36002716,Great Baddow East,,2666
E36002717,Great Baddow West,,2667
E36002718,"Little Baddow, Danbury and Sandon",,2668
E36002719,Marconi,,2669
E36002720,Moulsham and Central,,2670
E36002721,Moulsham Lodge,,2671
E36002722,Patching Hall,,2672
E36002723,Rettendon and Runwell,,2673
E36002724,"South Hanningfield, Stock and Margaretting",,2674
E36002725,South Woodham-Chetwood and Collingwood,,2675
E36002726,South Woodham-Elmwood and Woodville,,2676
E36002727,Springfield North,,2677
E36002728,St Andrews,,2678
E36002729,The Lawns,,2679
E36002730,Trinity,,2680
E36002731,Waterhouse Farm,,2681
E36002732,Writtle,,2682
E36002733,Berechurch,,2683
E36002734,Birch and Winstree,,2684
E36002735,Castle,,2685
E36002736,Christ Church,,2686
E36002737,Copford and West Stanway,,2687
E36002738,Dedham and Langham,,2688
E36002739,East Donyland,,2689
E36002740,Fordham and Stour,,2690
E36002741,Great Tey,,2691
E36002742,Harbour,,2692
E36002743,Highwoods,,2693
E36002744,Lexden,,2694
E36002745,Marks Tey,,2695
E36002746,Mile End,,2696
E36002747,New Town,,2697
E36002748,Prettygate,,2698
E36002749,Pyefleet,,2699
E36002750,Shrub End,,2700
E36002601,Chiddingly and East Hoathly,,2701
E36002401,South Tawton,,2702
E36002402,Tamarside,,2703
E36002403,Tavistock North,,2704
E36002404,Tavistock South,,2705
E36002405,Tavistock South West,,2706
E36002406,Thrushel,,2707
E36002407,Walkham,,2708
E36002408,Burton and Winkton,,2709
E36002409,Grange,,2710
E36002410,Highcliffe,,2711
E36002411,Jumpers,,2712
E36002412,Mudeford and Friars Cliff,,2713
E36002413,North Highcliffe and Walkford,,2714
E36002414,Portfield,,2715
E36002415,Purewell and Stanpit,,2716
E36002416,St Catherine's and Hurn,,2717
E36002417,Town Centre,,2718
E36002418,West Highcliffe,,2719
E36002419,Alderholt,,2720
E36002420,Ameysford,,2721
E36002421,Colehill East,,2722
E36002422,Colehill West,,2723
E36002423,Corfe Mullen Central,,2724
E36002424,Corfe Mullen North,,2725
E36002425,Corfe Mullen South,,2726
E36002426,Crane,,2727
E36002427,Ferndown Central,,2728
E36002428,Ferndown Links,,2729
E36002429,Handley Vale,,2730
E36002430,Holt,,2731
E36002431,Longham,,2732
E36002432,Parley,,2733
E36002433,St Leonards and St Ives East,,2734
E36002434,St Leonards and St Ives West,,2735
E36002435,Stapehill,,2736
E36002436,Stour,,2737
E36002437,Three Cross and Potterne,,2738
E36002438,Verwood Dewlands,,2739
E36002439,Verwood Newtown,,2740
E36002440,Verwood Stephen's Castle,,2741
E36002441,West Moors,,2742
E36002442,Wimborne Minster,,2743
E36002443,Abbey,,2744
E36002444,Blackmore,,2745
E36002445,Blandford Damory Down,,2746
E36002446,Blandford Hilltop,,2747
E36002447,Blandford Langton St Leonards,,2748
E36002448,Blandford Old Town,,2749
E36002449,Blandford Station,,2750
E36002450,Bourton and District,,2751
E36002602,Cross in Hand/Five Ashes,,2752
E36002603,Crowborough East,,2753
E36002604,Crowborough Jarvis Brook,,2754
E36002605,Crowborough North,,2755
E36002606,Crowborough St. Johns,,2756
E36002607,Crowborough West,,2757
E36002608,Danehill/Fletching/Nutley,,2758
E36002609,East Dean,,2759
E36002610,Forest Row,,2760
E36002611,Framfield,,2761
E36002612,Frant/Withyham,,2762
E36002613,Hailsham Central and North,,2763
E36002614,Hailsham East,,2764
E36002615,Hailsham South and West,,2765
E36002616,Hartfield,,2766
E36002617,Heathfield East,,2767
E36002618,Heathfield North and Central,,2768
E36002619,Hellingly,,2769
E36002620,Herstmonceux,,2770
E36002621,Horam,,2771
E36002622,Mayfield,,2772
E36002623,Ninfield and Hooe with Wartling,,2773
E36002624,Pevensey and Westham,,2774
E36002625,Polegate North,,2775
E36002626,Polegate South,,2776
E36002627,Rotherfield,,2777
E36002628,Uckfield Central,,2778
E36002629,Uckfield New Town,,2779
E36002630,Uckfield North,,2780
E36002631,Uckfield Ridgewood,,2781
E36002632,Wadhurst,,2782
E36002633,Willingdon,,2783
E36002634,Billericay East,,2784
E36002635,Billericay West,,2785
E36002636,Burstead,,2786
E36002637,Crouch,,2787
E36002638,Fryerns,,2788
E36002639,Laindon Park,,2789
E36002640,Langdon Hills,,2790
E36002641,Lee Chapel North,,2791
E36002642,Nethermayne,,2792
E36002643,Pitsea North West,,2793
E36002644,Pitsea South East,,2794
E36002645,St Martin's,,2795
E36002646,Vange,,2796
E36002647,Wickford Castledon,,2797
E36002648,Wickford North,,2798
E36002649,Wickford Park,,2799
E36002650,Black Notley and Terling,,2800
E36003051,Chineham,,2801
E36002901,All Saints,,2802
E36002902,Battledown,,2803
E36003052,East Woodhay,,2804
E36003101,Ropley and Tisted,,2805
E36002903,Benhall and The Reddings,,2806
E36003053,Eastrop,,2807
E36003102,Rowlands Castle,,2808
E36002904,Charlton Kings,,2809
E36002951,Berry Hill,,2810
E36003054,Grove,,2811
E36003151,Forton,,2812
E36003103,Selborne,,2813
E36002905,Charlton Park,,2814
E36002952,Blaisdon and Longhope,,2815
E36003055,Hatch Warren and Beggarwood,,2816
E36003152,Grange,,2817
E36003104,The Hangers and Forest,,2818
E36002906,College,,2819
E36002953,Bream,,2820
E36003056,Kempshott,,2821
E36003153,Hardway,,2822
E36003105,Whitehill Chase,,2823
E36002907,Hesters Way,,2824
E36002954,Bromesberrow and Dymock,,2825
E36003057,Kingsclere,,2826
E36003154,Lee East,,2827
E36003106,Whitehill Deadwater,,2828
E36002908,Lansdown,,2829
E36002955,Christchurch and English Bicknor,,2830
E36003058,Norden,,2831
E36003155,Lee West,,2832
E36003107,Whitehill Hogmoor,,2833
E36002909,Leckhampton,,2834
E36002956,Churcham and Huntley,,2835
E36003059,Oakley and North Waltham,,2836
E36003156,Leesland,,2837
E36003108,Whitehill Pinewood,,2838
E36002910,Oakley,,2839
E36002957,Cinderford East,,2840
E36003060,"Overton, Laverstoke and Steventon",,2841
E36003157,Peel Common,,2842
E36003109,Whitehill Walldown,,2843
E36002911,Park,,2844
E36002958,Cinderford West,,2845
E36003061,Pamber and Silchester,,2846
E36003158,Privett,,2847
E36003110,Bishopstoke East,,2848
E36002912,Pittville,,2849
E36002959,Coleford Central,,2850
E36003062,Popley East,,2851
E36003159,Rowner and Holbrook,,2852
E36003111,Bishopstoke West,,2853
E36002913,Prestbury,,2854
E36002960,Coleford East,,2855
E36003063,Popley West,,2856
E36003160,Town,,2857
E36003112,Botley,,2858
E36002914,Springbank,,2859
E36002961,Hartpury,,2860
E36003064,Rooksdown,,2861
E36003161,Blackwater and Hawley,,2862
E36003113,Bursledon and Old Netley,,2863
E36002915,St Mark's,,2864
E36002962,Hewelsfield and Woolaston,,2865
E36003065,Sherborne St John,,2866
E36003162,Church Crookham East,,2867
E36003114,Chandler's Ford East,,2868
E36002916,St Paul's,,2869
E36002963,Littledean and Ruspidge,,2870
E36003066,South Ham,,2871
E36003163,Church Crookham West,,2872
E36003115,Chandler's Ford West,,2873
E36002917,St Peter's,,2874
E36002964,Lydbrook and Ruardean,,2875
E36003067,Tadley Central,,2876
E36003164,Crondall,,2877
E36003165,Eversley,,2878
E36003166,Fleet Central,,2879
E36003167,Fleet Courtmoor,,2880
E36003168,Fleet North,,2881
E36003169,Fleet Pondtail,,2882
E36003170,Fleet West,,2883
E36003171,Frogmore and Darby Green,,2884
E36003172,Hartley Wintney,,2885
E36003173,Hook,,2886
E36003174,Long Sutton,,2887
E36003175,Odiham,,2888
E36003176,Yateley East,,2889
E36003177,Yateley North,,2890
E36003178,Yateley West,,2891
E36003179,Barncroft,,2892
E36003180,Battins,,2893
E36003181,Bedhampton,,2894
E36003182,Bondfields,,2895
E36003183,Cowplain,,2896
E36003184,Emsworth,,2897
E36003185,Hart Plain,,2898
E36003186,Hayling East,,2899
E36003187,Hayling West,,2900
E36003188,Purbrook,,2901
E36003189,St Faith's,,2902
E36003190,Stakes,,2903
E36003191,Warren Park,,2904
E36003192,Waterloo,,2905
E36003193,"Ashurst, Copythorne South and Netley Marsh",,2906
E36003194,Barton,,2907
E36003195,Bashley,,2908
E36003196,Becton,,2909
E36003197,Boldre and Sway,,2910
E36003198,"Bramshaw, Copythorne North and Minstead",,2911
E36003199,Bransgore and Burley,,2912
E36003200,Brockenhurst and Forest South East,,2913
E36003068,Tadley South,,2914
E36002918,Swindon Village,,2915
E36003069,Upton Grey and The Candovers,,2916
E36002965,Lydney East,,2917
E36002919,Up Hatherley,,2918
E36003070,Whitchurch,,2919
E36002966,Lydney North,,2920
E36002920,Warden Hill,,2921
E36003071,Winklebury,,2922
E36002967,Mitcheldean and Drybrook,,2923
E36002921,Ampney-Coln,,2924
E36003072,Alton Amery,,2925
E36002968,Newent Central,,2926
E36002922,Avening,,2927
E36003073,Alton Ashdell,,2928
E36002969,Newland and St Briavels,,2929
E36002923,Beacon-Stow,,2930
E36003074,Alton Eastbrooke,,2931
E36002970,Newnham and Westbury,,2932
E36002924,Blockley,,2933
E36003075,Alton Westbrooke,,2934
E36002971,Oxenhall and Newent North East,,2935
E36003076,Alton Whitedown,,2936
E36002972,Pillowell,,2937
E36003077,Alton Wooteys,,2938
E36002973,Redmarley,,2939
E36003078,Binsted and Bentley,,2940
E36002974,Tibberton,,2941
E36003079,Bramshott and Liphook,,2942
E36002975,Tidenham,,2943
E36003080,Clanfield and Finchdean,,2944
E36002976,Abbey,,2945
E36003081,Downland,,2946
E36002977,Barnwood,,2947
E36003082,East Meon,,2948
E36002978,Barton and Tredworth,,2949
E36003083,Four Marks and Medstead,,2950
E36002979,Elmbridge,,2951
E36003084,Froxfield and Steep,,2952
E36002980,Grange,,2953
E36003085,Grayshott,,2954
E36002981,Hucclecote,,2955
E36003086,Headley,,2956
E36002982,Kingsholm and Wotton,,2957
E36003087,Holybourne and Froyle,,2958
E36002983,Longlevens,,2959
E36003088,Horndean Catherington and Lovedean,,2960
E36002984,Matson and Robinswood,,2961
E36002925,Bourton-on-the-Water,,2962
E36003089,Horndean Downs,,2963
E36002985,Moreland,,2964
E36002926,Campden-Vale,,2965
E36003090,Horndean Hazleton and Blendworth,,2966
E36002986,Podsmead,,2967
E36002927,Chedworth,,2968
E36003091,Horndean Kings,,2969
E36002987,Quedgeley Fieldcourt,,2970
E36002928,Churn Valley,,2971
E36003092,Horndean Murray,,2972
E36002988,Quedgeley Severn Vale,,2973
E36002929,Cirencester Beeches,,2974
E36003093,Lindford,,2975
E36002989,Tuffley,,2976
E36002930,Cirencester Chesterton,,2977
E36003094,Liss,,2978
E36003095,Petersfield Bell Hill,,2979
E36003096,Petersfield Causeway,,2980
E36003097,Petersfield Heath,,2981
E36003098,Petersfield Rother,,2982
E36003099,Petersfield St Marys,,2983
E36003100,Petersfield St Peters,,2984
E36002851,Hamford,,2985
E36002801,Sumners and Kingsmoor,,2986
E36003001,Eastington and Standish,,2987
E36003116,Eastleigh Central,,2988
E36002931,Cirencester Park,,2989
E36002990,Westgate,,2990
E36002991,Amberley and Woodchester,,2991
E36002992,Berkeley,,2992
E36002993,Bisley,,2993
E36002994,Cainscross,,2994
E36002995,Cam East,,2995
E36002996,Cam West,,2996
E36002997,Central,,2997
E36002998,Chalford,,2998
E36002999,Coaley and Uley,,2999
E36003000,Dursley,,3000
E36003117,Eastleigh North,,3001
E36003118,Eastleigh South,,3002
E36003119,Fair Oak and Horton Heath,,3003
E36003120,Hamble-le-Rice and Butlocks Heath,,3004
E36003121,Hedge End Grange Park,,3005
E36003122,Hedge End St John's,,3006
E36003123,Hedge End Wildern,,3007
E36003124,Hiltingbury East,,3008
E36003125,Hiltingbury West,,3009
E36003126,Netley Abbey,,3010
E36003127,West End North,,3011
E36003128,West End South,,3012
E36003129,Fareham East,,3013
E36003130,Fareham North,,3014
E36003131,Fareham North-West,,3015
E36003132,Fareham South,,3016
E36003133,Fareham West,,3017
E36003134,Hill Head,,3018
E36003135,Locks Heath,,3019
E36003136,Park Gate,,3020
E36003137,Portchester East,,3021
E36003138,Portchester West,,3022
E36003139,Sarisbury,,3023
E36003140,Stubbington,,3024
E36003141,Titchfield,,3025
E36003142,Titchfield Common,,3026
E36003143,Warsash,,3027
E36003144,Alverstoke,,3028
E36003145,Anglesey,,3029
E36003146,Bridgemary North,,3030
E36003147,Bridgemary South,,3031
E36003148,Brockhurst,,3032
E36003149,Christchurch,,3033
E36003150,Elson,,3034
E36002932,Cirencester Stratton-Whiteway,,3035
E36002933,Cirencester Watermoor,,3036
E36002934,Ermin,,3037
E36002935,Fairford,,3038
E36002936,Fosseridge,,3039
E36002937,Grumbolds Ash,,3040
E36002938,Hampton,,3041
E36002939,Kempsford-Lechlade,,3042
E36002940,Moreton-in-Marsh,,3043
E36002941,Northleach,,3044
E36002942,Rissingtons,,3045
E36002943,Riversmeet,,3046
E36002944,Sandywell,,3047
E36002945,Tetbury,,3048
E36002946,Thames Head,,3049
E36002947,Three Rivers,,3050
E36002948,Water Park,,3051
E36002949,"Alvington, Aylburton and West Lydney",,3052
E36002950,Awre,,3053
E36002852,Harwich East,,3054
E36002853,Harwich East Central,,3055
E36002854,Harwich West,,3056
E36002855,Harwich West Central,,3057
E36002856,Haven,,3058
E36002857,Holland and Kirby,,3059
E36002858,Homelands,,3060
E36002859,Lawford,,3061
E36002860,Little Clacton and Weeley,,3062
E36002861,"Manningtree, Mistley, Little Bentley and Tendring",,3063
E36002862,Peter Bruff,,3064
E36002863,Pier,,3065
E36002864,Ramsey and Parkeston,,3066
E36002865,Rush Green,,3067
E36002866,St Bartholomews,,3068
E36002867,St James,,3069
E36002868,St Johns,,3070
E36002869,St Marys,,3071
E36002870,St Osyth and Point Clear,,3072
E36002871,St Pauls,,3073
E36002872,"Thorrington, Frating, Elmstead and Great Bromley",,3074
E36002873,Walton,,3075
E36002874,Ashdon,,3076
E36002875,Barnston and High Easter,,3077
E36002876,Birchanger,,3078
E36002877,Broad Oak and the Hallingburys,,3079
E36002878,Clavering,,3080
E36002879,Elsenham and Henham,,3081
E36002880,Felsted,,3082
E36002881,Great Dunmow North,,3083
E36002882,Great Dunmow South,,3084
E36002883,Hatfield Heath,,3085
E36002884,Littlebury,,3086
E36002885,Newport,,3087
E36002886,Saffron Walden Audley,,3088
E36002887,Saffron Walden Castle,,3089
E36002888,Saffron Walden Shire,,3090
E36002889,Stansted North,,3091
E36002890,Stansted South,,3092
E36002891,Stebbing,,3093
E36002892,Stort Valley,,3094
E36002893,Takeley and the Canfields,,3095
E36002894,Thaxted,,3096
E36002895,The Chesterfords,,3097
E36002896,The Eastons,,3098
E36002897,The Rodings,,3099
