ModelName,DS-5654A
FileVersion,6
Acquisition Time,2017/12/12 16:01:24
Time/div(second),1E-06
Delay(second),-1.18E-06
Delta(second),20E-09
Acquisition Mode,Normal
Trigger Address,191
CH1 Display,On
CH2 Display,Off
CH3 Display,Off
CH4 Display,Off
CH1 Volt/div,100E-03
CH2 Volt/div,100E-03
CH3 Volt/div,2.00E-03
CH4 Volt/div,2.00E+00
CH1 Offset,-106E-03
CH2 Offset,-178E-03
CH3 Offset,77.9E-03
CH4 Offset,-1.04E+00
CH1 Coupling,DC1M
CH2 Coupling,DC1M
CH3 Coupling,DC50
CH4 Coupling,DC1M
CH1 Bandwidth,Full
CH2 Bandwidth,Full
CH3 Bandwidth,Full
CH4 Bandwidth,Full
Points,501
Ch1 V,Ch2 V,Ch3 V,Ch4 V
9.12E-03,,,
9.12E-03,,,
1.22E-02,,,
1.22E-02,,,
1.22E-02,,,
1.85E-02,,,
1.53E-02,,,
1.85E-02,,,
1.85E-02,,,
2.16E-02,,,
2.16E-02,,,
2.16E-02,,,
2.16E-02,,,
2.47E-02,,,
2.47E-02,,,
3.10E-02,,,
3.10E-02,,,
2.78E-02,,,
3.10E-02,,,
3.41E-02,,,
3.41E-02,,,
3.72E-02,,,
3.10E-02,,,
3.41E-02,,,
3.72E-02,,,
3.72E-02,,,
4.03E-02,,,
4.35E-02,,,
4.35E-02,,,
4.35E-02,,,
4.35E-02,,,
4.66E-02,,,
4.66E-02,,,
4.97E-02,,,
4.66E-02,,,
5.28E-02,,,
5.28E-02,,,
5.28E-02,,,
4.97E-02,,,
5.28E-02,,,
5.60E-02,,,
5.60E-02,,,
5.60E-02,,,
5.91E-02,,,
6.22E-02,,,
6.22E-02,,,
6.22E-02,,,
6.22E-02,,,
6.53E-02,,,
6.22E-02,,,
6.22E-02,,,
6.22E-02,,,
6.53E-02,,,
6.53E-02,,,
6.85E-02,,,
7.16E-02,,,
7.16E-02,,,
7.47E-02,,,
7.47E-02,,,
7.78E-02,,,
7.78E-02,,,
8.10E-02,,,
8.10E-02,,,
8.10E-02,,,
8.10E-02,,,
8.10E-02,,,
8.10E-02,,,
8.41E-02,,,
8.72E-02,,,
8.72E-02,,,
8.72E-02,,,
9.03E-02,,,
9.35E-02,,,
9.35E-02,,,
9.35E-02,,,
9.35E-02,,,
9.35E-02,,,
1.02E-01,,,
1.02E-01,,,
1.02E-01,,,
1.02E-01,,,
1.02E-01,,,
1.06E-01,,,
1.06E-01,,,
1.09E-01,,,
1.09E-01,,,
1.12E-01,,,
1.12E-01,,,
1.12E-01,,,
1.15E-01,,,
1.15E-01,,,
1.18E-01,,,
1.15E-01,,,
1.21E-01,,,
1.21E-01,,,
1.24E-01,,,
1.21E-01,,,
1.21E-01,,,
1.27E-01,,,
1.27E-01,,,
1.27E-01,,,
1.31E-01,,,
1.34E-01,,,
1.34E-01,,,
1.34E-01,,,
1.37E-01,,,
1.34E-01,,,
1.40E-01,,,
1.37E-01,,,
1.40E-01,,,
1.43E-01,,,
1.43E-01,,,
1.46E-01,,,
1.43E-01,,,
1.46E-01,,,
1.46E-01,,,
1.49E-01,,,
1.56E-01,,,
1.56E-01,,,
1.59E-01,,,
1.59E-01,,,
1.59E-01,,,
1.62E-01,,,
1.59E-01,,,
1.65E-01,,,
1.65E-01,,,
1.68E-01,,,
1.68E-01,,,
1.71E-01,,,
1.74E-01,,,
1.74E-01,,,
1.77E-01,,,
1.77E-01,,,
1.84E-01,,,
1.84E-01,,,
1.93E-01,,,
1.96E-01,,,
2.02E-01,,,
2.09E-01,,,
2.18E-01,,,
2.27E-01,,,
2.34E-01,,,
2.40E-01,,,
2.49E-01,,,
2.59E-01,,,
2.65E-01,,,
2.71E-01,,,
2.77E-01,,,
2.87E-01,,,
2.90E-01,,,
2.96E-01,,,
3.02E-01,,,
3.06E-01,,,
3.12E-01,,,
3.18E-01,,,
3.18E-01,,,
3.24E-01,,,
3.31E-01,,,
3.34E-01,,,
3.37E-01,,,
3.37E-01,,,
3.37E-01,,,
3.40E-01,,,
3.43E-01,,,
3.46E-01,,,
3.49E-01,,,
3.49E-01,,,
3.52E-01,,,
3.56E-01,,,
3.56E-01,,,
3.59E-01,,,
3.62E-01,,,
3.62E-01,,,
3.65E-01,,,
3.62E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.68E-01,,,
3.68E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.68E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.74E-01,,,
3.71E-01,,,
3.74E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.74E-01,,,
3.71E-01,,,
3.74E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.71E-01,,,
3.74E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.74E-01,,,
3.74E-01,,,
3.71E-01,,,
3.71E-01,,,
3.68E-01,,,
3.71E-01,,,
3.71E-01,,,
3.68E-01,,,
3.68E-01,,,
3.71E-01,,,
3.68E-01,,,
3.68E-01,,,
3.68E-01,,,
3.71E-01,,,
3.71E-01,,,
3.68E-01,,,
3.65E-01,,,
3.71E-01,,,
3.68E-01,,,
3.68E-01,,,
3.71E-01,,,
3.62E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.62E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.65E-01,,,
3.62E-01,,,
3.65E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.59E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.59E-01,,,
3.62E-01,,,
3.62E-01,,,
3.59E-01,,,
3.59E-01,,,
3.62E-01,,,
3.59E-01,,,
3.62E-01,,,
3.62E-01,,,
3.62E-01,,,
3.56E-01,,,
3.56E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.56E-01,,,
3.59E-01,,,
3.59E-01,,,
3.56E-01,,,
3.56E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.56E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.59E-01,,,
3.56E-01,,,
3.56E-01,,,
3.56E-01,,,
3.52E-01,,,
3.56E-01,,,
3.56E-01,,,
3.56E-01,,,
3.56E-01,,,
3.52E-01,,,
3.52E-01,,,
3.56E-01,,,
3.56E-01,,,
3.52E-01,,,
3.56E-01,,,
3.56E-01,,,
3.56E-01,,,
3.56E-01,,,
3.52E-01,,,
3.56E-01,,,
3.56E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.52E-01,,,
3.56E-01,,,
3.56E-01,,,
3.52E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.52E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.46E-01,,,
3.46E-01,,,
3.49E-01,,,
3.46E-01,,,
3.46E-01,,,
3.49E-01,,,
3.49E-01,,,
3.49E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.43E-01,,,
3.46E-01,,,
3.46E-01,,,
3.46E-01,,,
3.43E-01,,,
3.46E-01,,,
3.46E-01,,,
3.40E-01,,,
3.40E-01,,,
